Case_Type,統一編號,公司名稱,Cmpy_Address,代表人,資本額,核准設立日期
Establishment,52470024,熱力全球開發有限公司,臺北市信義區忠孝東路5段1之8號11樓,張智閔,4000000,1051202
Establishment,52470185,飛翔小客車租賃有限公司,臺北市中山區民權東路2段135巷13號,宋湘梅,6000000,1051202
Establishment,52470278,凱高實業有限公司,臺北市中山區伊通街8之2號3樓,高育慧,280000,1051202
Establishment,52470312,永珩小客車租賃有限公司,臺北市大同區承德路2段114號,關雅惠,5000000,1051202
Establishment,52470328,輝達國際網路有限公司,臺北市信義區信義路5段7號37樓,格里葛利．詹姆士．戴維斯(Gregory James Davis),100000,1051205
Establishment,52470349,美敦國際開發有限公司,臺北市松山區南京東路4段164號11樓之2,陳烽,1000000,1051202
Establishment,52470360,宏昌旺股份有限公司,臺北市中山區新生北路2段139號1樓,連尹甄,200000,1051205
Establishment,52470431,川越國際生技有限公司,臺北市士林區延平北路6段368巷27號3樓,李方村,1000000,1051202
Establishment,52470447,大拇哥證券投資顧問股份有限公司,臺北市松山區敦化北路205號14樓,梁佑任,50000000,1051202
Establishment,52470544,鈺信科技有限公司,臺北市信義區松隆路272號5樓,王孝平,1000000,1051202
Establishment,52470571,攢一有限公司,臺北市內湖區金湖路366號1樓,周德伊(JU DEAG YEE),3500000,1051202
Establishment,52470621,綠衛有限公司,臺北市信義區信義路5段7號37樓,LEDGER MARK,250000,1051202
Establishment,52470642,優席國際有限公司,臺北市中山區吉林路393巷23號3樓,謝長哲,200000,1051202
Establishment,52470657,竹硯股份有限公司,臺北市信義區松德路12號12樓,姜智晏,5000000,1051202
Establishment,52470663,屋樂有限公司,臺北市信義區松德路12號12樓,李盈蓉,2000000,1051202
Establishment,52470684,逸品國際有限公司,臺北市士林區華興街1號,蔣正廷,500000,1051202
Establishment,52470690,快意管理顧問股份有限公司,臺北市士林區中山北路5段453號2樓,劉建文,5000000,1051202
Establishment,52470707,楷芯投資股份有限公司,臺北市南港區南港路3段47巷8號5樓,林郁賢,2100000,1051202
Establishment,52470761,業盛洋貿易股份有限公司,臺北市大安區忠孝東路4段222號3樓,黃晟哲,5000000,1051202
Establishment,52470853,朵律穿什麼娛樂有限公司,臺北市信義區松德路10號7樓,江苡芯,2000000,1051202
Establishment,52470880,盈超國際有限公司,臺北市大安區復興南路2段285號9樓,賴慧真,100000,1051202
Establishment,52470967,德順國際貿易股份有限公司,臺北市內湖區成功路5段396號,徐繼賢,500000,1051202
Establishment,52470988,一鍋堂股份有限公司,臺北市中山區林森北路264號地下1樓,李翠雲,3000000,1051205
Establishment,52471065,台灣杜邦農業科學有限公司,臺北市松山區敦化北路167號13樓,陳榮二,300000,1051205
Establishment,52471121,佐虹科技有限公司,臺北市內湖區瑞光路408號12樓之1,王翊蘋,500000,1051206
Establishment,52471142,方言國際顧問有限公司,臺北市大同區長安西路303號6樓之3,方薇雅,1000000,1051205
Establishment,52471190,億萬海有限公司,臺北市士林區後港街62巷3號,郭倉政,496000,1051205
Establishment,52471311,緯軒興業有限公司,臺北市中正區三元街196號3樓,許瓊慧,800000,1051205
Establishment,52471380,奧思特有限公司,臺北市萬華區長沙街2段56號1樓,林曉俐,2800000,1051205
Establishment,52471396,樸實娛樂有限公司,臺北市中山區民權東路1段72號7樓之3,林志典,100000,1051205
Establishment,52471473,峰雲智慧行銷股份有限公司,臺北市松山區復興南路1段1號5樓,江國峰,5000000,1051205
Establishment,52471543,鑫英國際投資控股有限公司,臺北市中正區重慶南路1段83號6樓,劉茂生,880000,1051205
Establishment,52471635,唐稻空間設計有限公司,臺北市內湖區成功路4段30巷32號2樓,林秉毅,1000000,1051205
Establishment,52471810,加積精密有限公司,臺北市萬華區康定路70號11樓,陳榛楹,1000000,1051205
Establishment,52471831,御晟國際有限公司,臺北市信義區忠孝東路5段482號7樓之7,林子惠,1000000,1051205
Establishment,52471868,合康事業有限公司,臺北市中正區漢口街1段80巷4弄6號3樓之1,曾耀緯,100000,1051205
Establishment,52471918,璞石國際資訊股份有限公司,臺北市大同區民生西路240號4樓,彭瑞純,5000000,1051205
Establishment,52471993,承禾有限公司,臺北市信義區基隆路2段39巷4號,劉詠瑄,1000000,1051205
Establishment,52472043,正官投資有限公司,臺北市中山區長安東路2段199號8樓之1,段幼龍,4000000,1051205
Establishment,52472064,星輝科技有限公司,臺北市松山區八德路2段358號7樓,唐建鋒,600000,1051205
Establishment,52472070,博聞塾有限公司,臺北市信義區基隆路2段189號14樓之4,蔡毅霖,800000,1051205
Establishment,52472085,淨潔國際有限公司,臺北市大安區忠孝東路4段290號10樓,蘇偉仁,200000,1051205
Establishment,52472162,大禧堂做創意股份有限公司,臺北市中山區復興北路400號2樓之1,聶國維,10000000,1051205
Establishment,52472206,馳?汽車有限公司,臺北市士林區延平北路7段106巷353號,吳家威,1600000,1051205
Establishment,52472310,英閱音躍研創股份有限公司,臺北市內湖區新湖一路2號,陳文棋,12000000,1051205
Establishment,52472352,西塔室內裝修有限公司,臺北市士林區中正路212巷8弄7號1樓,郭秉綸,1000000,1051205
Establishment,52472374,易遊數位有限公司,臺北市信義區忠孝東路5段68號20樓,韓沂紋,500000,1051206
Establishment,52472402,必力恩顧問有限公司,臺北市大安區新生南路3段2號10樓,吳聖愛,50000,1051205
Establishment,52472439,易本興業股份有限公司,臺北市中山區長安東路1段53巷1之5號7樓之4,黃絲賢,50000,1051205
Establishment,52472450,興晨耀有限公司,臺北市中山區松江路46號,呂宗儒,345000,1051205
Establishment,52472493,法歐樂有限公司,臺北市大安區信義路3段202號8樓,劉炳均,5000000,1051205
Establishment,52472536,樂飛科技股份有限公司,臺北市大安區信義路4段279號6樓之1,許祖晉,3000000,1051207
